ProductionID,ProductionDate,Region,Manager,ProductType,UnitsProduced,Age,TotalCost,Gender
392,5/14/2024,South,Andrew Blue,Electronics,145,33,253870.27,Unknown
393,11/30/2023,West,Laura Black,Machinery,68,59,247159.77,Male
394,8/30/2024,North,Andrew Blue,Electronics,125,46,470932.51,Female
395,7/6/2024,West,David White,Electronics,488,60,496839.97,Female
396,3/14/2024,West,John Doe,Electronics,350,22,554678.56,Unknown
397,5/5/2024,West,David White,Furniture,139,24,553525.57,Male
398,3/9/2024,East,Emily Davis,Automobiles,339,58,631386.8,Female
399,8/25/2024,West,Mike Brown,Automobiles,157,38,333871.66,Female
400,6/19/2024,South,John Doe,Machinery,240,54,774232.76,Male
401,2/12/2024,East,Mike Brown,Furniture,312,41,989720.55,Male
402,9/17/2023,East,Emily Davis,Furniture,361,29,953480.95,Unknown
403,6/24/2024,East,Laura Black,Machinery,190,52,392327.24,Male
404,9/11/2023,West,Andrew Blue,Electronics,92,56,249442.92,Unknown
405,10/18/2023,North,Laura Black,Furniture,84,35,378203.71,Unknown
406,2/5/2024,South,Jane Smith,Machinery,448,23,1589406.45,Female
407,7/27/2024,South,Emily Davis,Furniture,58,31,287382.04,Female
408,9/6/2024,East,Sarah Lee,Electronics,159,53,316394.95,Female
409,12/11/2023,East,Andrew Blue,Automobiles,397,39,517732.8,Female
410,5/27/2024,West,Sarah Lee,Machinery,401,51,659341.2,Male
411,10/4/2023,West,John Doe,Machinery,425,58,1828184.45,Female
412,6/28/2024,East,Emily Davis,Electronics,152,53,418926.08,Unknown
413,6/30/2024,East,Mike Brown,Machinery,345,55,477090.61,Female
414,5/25/2024,West,Sarah Lee,Furniture,438,36,734499.41,Unknown
415,5/29/2024,South,John Doe,Machinery,280,60,1097698.1,Female
416,12/4/2023,East,Emily Davis,Machinery,274,39,1234812.9,Unknown
417,7/11/2024,South,Jane Smith,Furniture,55,45,110248.91,Male
418,12/7/2023,North,Sarah Lee,Automobiles,185,26,768506.27,Male
419,9/18/2024,West,Andrew Blue,Machinery,460,34,773278.4,Male
420,5/7/2024,East,Laura Black,Automobiles,483,27,575715.61,Male
421,3/4/2024,West,David White,Electronics,290,43,1299224.53,Female
422,8/30/2024,South,Sarah Lee,Automobiles,152,55,402795.21,Unknown
423,9/23/2023,North,Emily Davis,Furniture,225,52,1029211.77,Unknown
424,9/12/2024,North,Sarah Lee,Electronics,152,25,477771.82,Female
425,8/17/2024,East,Mike Brown,Machinery,118,28,562239.27,Male
426,12/23/2023,South,Nancy Grey,Furniture,288,25,1329805.19,Female
427,4/15/2024,West,David White,Furniture,261,41,852972.82,Male
428,9/5/2023,East,David White,Electronics,50,46,112510.2,Female
429,10/31/2023,South,Sarah Lee,Electronics,216,53,922781.73,Unknown
430,6/28/2024,North,Jane Smith,Electronics,78,51,268676.29,Unknown
431,3/30/2024,North,Emily Davis,Machinery,121,53,577204.49,Male
432,11/15/2023,West,Mike Brown,Automobiles,223,30,485012.53,Male
433,8/5/2024,East,Laura Black,Electronics,144,25,695042.61,Male
434,11/17/2023,North,Laura Black,Machinery,110,43,245741.01,Female
435,9/13/2023,East,Andrew Blue,Electronics,103,34,205168.72,Female
436,9/19/2024,North,Chris Green,Machinery,50,53,249725.88,Female
437,5/1/2024,East,Chris Green,Automobiles,119,31,171186.13,Female
438,5/20/2024,East,Sarah Lee,Machinery,351,23,578645.72,Female
439,4/25/2024,North,Chris Green,Machinery,483,51,972280.82,Male
440,1/21/2024,North,Jane Smith,Electronics,390,60,1806354.21,Male
441,1/23/2024,South,Laura Black,Furniture,149,35,478478.15,Male
442,5/16/2024,South,Sarah Lee,Automobiles,176,41,370951.3,Male
443,5/29/2024,East,Mike Brown,Automobiles,62,33,294181.74,Unknown
444,6/16/2024,North,Chris Green,Machinery,50,54,142326.08,Male
445,9/18/2023,East,Jane Smith,Furniture,482,22,1726064.56,Female
446,9/12/2024,East,Jane Smith,Machinery,486,35,2048194.68,Female
447,9/18/2024,East,Laura Black,Automobiles,399,45,1535738.02,Female
448,6/15/2024,North,Laura Black,Electronics,192,39,388065.63,Female
449,11/2/2023,West,Jane Smith,Electronics,74,36,108183.03,Male
450,8/7/2024,South,David White,Machinery,174,22,740334.63,Male
451,6/12/2024,East,Jane Smith,Automobiles,287,37,448563,Male
452,6/18/2024,South,Chris Green,Automobiles,315,28,1454172,Female
453,12/11/2023,North,Sarah Lee,Furniture,145,39,624129.16,Unknown
454,4/9/2024,South,Mike Brown,Furniture,312,46,609497.38,Male
455,10/12/2023,West,Jane Smith,Electronics,246,42,1119736.62,Female
456,5/10/2024,North,John Doe,Furniture,382,54,728879.06,Unknown
457,2/19/2024,East,Laura Black,Machinery,193,31,449838.2,Male
458,2/18/2024,North,John Doe,Machinery,316,38,344820.08,Female
459,10/10/2023,East,Chris Green,Electronics,272,54,529537.1,Male
460,12/14/2023,West,David White,Automobiles,120,57,534742.92,Female
461,2/21/2024,North,Sarah Lee,Furniture,166,32,321211.96,Male
462,8/15/2024,South,Mike Brown,Electronics,464,59,904394.02,Unknown
463,6/21/2024,West,Nancy Grey,Automobiles,110,59,409993.17,Female
464,8/27/2024,North,Mike Brown,Automobiles,108,33,366698.49,Male
465,3/15/2024,North,Mike Brown,Automobiles,457,34,1765477.92,Unknown
466,9/18/2023,North,Jane Smith,Machinery,247,29,1163404.25,Male
467,7/10/2024,East,Andrew Blue,Automobiles,89,60,405812.41,Unknown
468,1/29/2024,North,David White,Automobiles,173,47,513496.5,Male
469,9/21/2023,North,David White,Furniture,263,43,341147.24,Female
470,8/27/2024,East,Chris Green,Machinery,93,30,184303.72,Unknown
471,2/29/2024,South,David White,Furniture,54,23,193085.6,Unknown
472,5/18/2024,North,David White,Electronics,149,22,216368.14,Female
473,8/1/2024,North,John Doe,Automobiles,437,43,1556807.55,Female
474,4/27/2024,East,Mike Brown,Furniture,220,26,394180.09,Male
475,10/27/2023,North,Mike Brown,Furniture,406,55,1028220.13,Female
476,12/12/2023,East,Emily Davis,Furniture,284,44,735723.65,Unknown
477,8/13/2024,West,Chris Green,Electronics,233,32,574364.5,Male
478,1/24/2024,West,Mike Brown,Automobiles,317,28,1568949.49,Male
479,6/4/2024,South,Chris Green,Automobiles,401,45,1527889.27,Unknown
480,9/17/2023,South,Nancy Grey,Machinery,180,26,350471.34,Unknown
481,9/8/2023,South,Emily Davis,Electronics,280,36,881565.29,Male
482,3/7/2024,South,Jane Smith,Automobiles,294,57,1008087.7,Male
483,7/18/2024,East,Sarah Lee,Machinery,99,52,255973.93,Male
484,10/28/2023,South,Emily Davis,Electronics,56,56,98834.7,Male
485,4/12/2024,South,Nancy Grey,Electronics,383,40,1193448.2,Female
486,9/2/2023,East,David White,Electronics,247,35,331006.35,Unknown
487,3/10/2024,North,Andrew Blue,Automobiles,186,46,742117.8,Unknown
488,8/25/2024,East,Nancy Grey,Machinery,343,23,935192.44,Male
489,7/17/2024,West,Mike Brown,Electronics,183,54,535515.55,Unknown
490,1/28/2024,North,David White,Furniture,438,54,1883787.18,Male
491,1/4/2024,East,Chris Green,Machinery,55,32,78008.86,Unknown
492,7/20/2024,East,Mike Brown,Automobiles,490,48,1738855.04,Unknown
493,3/14/2024,North,Chris Green,Machinery,83,54,214404.43,Male
494,10/20/2023,East,Jane Smith,Machinery,458,51,702723.31,Female
495,11/1/2023,West,Mike Brown,Furniture,334,35,1144707.5,Female
496,7/8/2024,North,Chris Green,Automobiles,412,56,1682030.06,Male
497,1/2/2024,North,Jane Smith,Electronics,313,36,383818.55,Male
498,7/9/2024,East,Sarah Lee,Electronics,306,41,1485825.83,Unknown
499,11/4/2023,East,Nancy Grey,Automobiles,447,32,1434331.66,Male
500,5/16/2024,West,Mike Brown,Machinery,278,54,344772.35,Unknown
